collection,collection.label,ref_area,ref_area.label,source,source.label,indicator,indicator.label,sex,sex.label,classif1,classif1.label,classif2,classif2.label,classif3,classif3.label,classif4,classif4.label,classif5,classif5.label,time,obs_value,obs_status,obs_status.label,note_classif,note_classif.label,note_indicator,note_indicator.label,notes_source,notes_source.label
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_AGGREGATE_Y55-64,Aggregate age bands: 55-64,,,,,,,,,2014,1.9,,,,,,,S3:5_T2:85,Data reference period: Annual or annual average | Age coverage - minimum age: 16 years old
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_AGGREGATE_TOTAL,Aggregate age bands: Total,,,,,,,,,2014,1.39,,,,,,,S3:5_T2:85,Data reference period: Annual or annual average | Age coverage - minimum age: 16 years old
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_AGGREGATE_Y15-24,Aggregate age bands: 15-24,,,,,,,,,2014,4.49,,,,,,,S3:5_T2:85,Data reference period: Annual or annual average | Age coverage - minimum age: 16 years old
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_AGGREGATE_Y25-54,Aggregate age bands: 25-54,,,,,,,,,2014,0.87,,,,,,,S3:5_T2:85,Data reference period: Annual or annual average | Age coverage - minimum age: 16 years old
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_AGGREGATE_Y55-64,Aggregate age bands: 55-64,,,,,,,,,2014,1.63,,,,,,,S3:5_T2:85,Data reference period: Annual or annual average | Age coverage - minimum age: 16 years old
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_YTHADULT_YGE15,Age: 15+,,,,,,,,,2014,1.7,,,C6:1058,Nonstandard age group: Excluding age 15,,,S3:5,Data reference period: Annual or annual average
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_YTHADULT_YGE15,Age: 15+,,,,,,,,,2014,1.9,,,C6:1058,Nonstandard age group: Excluding age 15,,,S3:5,Data reference period: Annual or annual average
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_YTHADULT_YGE15,Age: 15+,,,,,,,,,2014,1.4,,,C6:1058,Nonstandard age group: Excluding age 15,,,S3:5,Data reference period: Annual or annual average
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_10YRBANDS_TOTAL,10-year age bands: Total,,,,,,,,,2015,1.81,,,,,,,S3:5_T2:85,Data reference period: Annual or annual average | Age coverage - minimum age: 16 years old
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_10YRBANDS_Y15-24,10-year age bands: 15-24,,,,,,,,,2015,4.46,,,C6:1058,Nonstandard age group: Excluding age 15,,,S3:5_T2:85,Data reference period: Annual or annual average | Age coverage - minimum age: 16 years old
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_10YRBANDS_Y25-34,10-year age bands: 25-34,,,,,,,,,2015,1.92,,,,,,,S3:5_T2:85,Data reference period: Annual or annual average | Age coverage - minimum age: 16 years old
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_10YRBANDS_Y35-44,10-year age bands: 35-44,,,,,,,,,2015,1.16,,,,,,,S3:5_T2:85,Data reference period: Annual or annual average | Age coverage - minimum age: 16 years old
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_10YRBANDS_Y45-54,10-year age bands: 45-54,,,,,,,,,2015,1.6,,,,,,,S3:5_T2:85,Data reference period: Annual or annual average | Age coverage - minimum age: 16 years old
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_10YRBANDS_Y55-64,10-year age bands: 55-64,,,,,,,,,2015,1.56,,,,,,,S3:5_T2:85,Data reference period: Annual or annual average | Age coverage - minimum age: 16 years old
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_10YRBANDS_YGE65,10-year age bands: 65+,,,,,,,,,2015,1.28,,,,,,,S3:5_T2:85,Data reference period: Annual or annual average | Age coverage - minimum age: 16 years old
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_10YRBANDS_TOTAL,10-year age bands: Total,,,,,,,,,2015,2.02,,,,,,,S3:5_T2:85,Data reference period: Annual or annual average | Age coverage - minimum age: 16 years old
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_10YRBANDS_Y15-24,10-year age bands: 15-24,,,,,,,,,2015,5.7,,,C6:1058,Nonstandard age group: Excluding age 15,,,S3:5_T2:85,Data reference period: Annual or annual average | Age coverage - minimum age: 16 years old
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_10YRBANDS_Y25-34,10-year age bands: 25-34,,,,,,,,,2015,2,,,,,,,S3:5_T2:85,Data reference period: Annual or annual average | Age coverage - minimum age: 16 years old
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_10YRBANDS_Y35-44,10-year age bands: 35-44,,,,,,,,,2015,1.24,,,,,,,S3:5_T2:85,Data reference period: Annual or annual average | Age coverage - minimum age: 16 years old
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_10YRBANDS_Y45-54,10-year age bands: 45-54,,,,,,,,,2015,1.72,,,,,,,S3:5_T2:85,Data reference period: Annual or annual average | Age coverage - minimum age: 16 years old
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_10YRBANDS_Y55-64,10-year age bands: 55-64,,,,,,,,,2015,1.92,,,,,,,S3:5_T2:85,Data reference period: Annual or annual average | Age coverage - minimum age: 16 years old
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_10YRBANDS_TOTAL,10-year age bands: Total,,,,,,,,,2015,1.57,,,,,,,S3:5_T2:85,Data reference period: Annual or annual average | Age coverage - minimum age: 16 years old
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_10YRBANDS_Y15-24,10-year age bands: 15-24,,,,,,,,,2015,3.85,,,C6:1058,Nonstandard age group: Excluding age 15,,,S3:5_T2:85,Data reference period: Annual or annual average | Age coverage - minimum age: 16 years old
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_10YRBANDS_Y25-34,10-year age bands: 25-34,,,,,,,,,2015,1.83,,,,,,,S3:5_T2:85,Data reference period: Annual or annual average | Age coverage - minimum age: 16 years old
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_10YRBANDS_Y35-44,10-year age bands: 35-44,,,,,,,,,2015,1.09,,,,,,,S3:5_T2:85,Data reference period: Annual or annual average | Age coverage - minimum age: 16 years old
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_10YRBANDS_Y45-54,10-year age bands: 45-54,,,,,,,,,2015,1.48,,,,,,,S3:5_T2:85,Data reference period: Annual or annual average | Age coverage - minimum age: 16 years old
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_10YRBANDS_Y55-64,10-year age bands: 55-64,,,,,,,,,2015,0.5,,,,,,,S3:5_T2:85,Data reference period: Annual or annual average | Age coverage - minimum age: 16 years old
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_AGGREGATE_TOTAL,Aggregate age bands: Total,,,,,,,,,2015,1.81,,,,,,,S3:5_T2:85,Data reference period: Annual or annual average | Age coverage - minimum age: 16 years old
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_AGGREGATE_Y15-24,Aggregate age bands: 15-24,,,,,,,,,2015,4.46,,,C6:1058,Nonstandard age group: Excluding age 15,,,S3:5_T2:85,Data reference period: Annual or annual average | Age coverage - minimum age: 16 years old
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_AGGREGATE_Y25-54,Aggregate age bands: 25-54,,,,,,,,,2015,1.6,,,,,,,S3:5_T2:85,Data reference period: Annual or annual average | Age coverage - minimum age: 16 years old
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_AGGREGATE_Y55-64,Aggregate age bands: 55-64,,,,,,,,,2015,1.56,,,,,,,S3:5_T2:85,Data reference period: Annual or annual average | Age coverage - minimum age: 16 years old
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_AGGREGATE_YGE65,Aggregate age bands: 65+,,,,,,,,,2015,1.28,,,,,,,S3:5_T2:85,Data reference period: Annual or annual average | Age coverage - minimum age: 16 years old
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_AGGREGATE_TOTAL,Aggregate age bands: Total,,,,,,,,,2015,2.02,,,,,,,S3:5_T2:85,Data reference period: Annual or annual average | Age coverage - minimum age: 16 years old
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_AGGREGATE_Y15-24,Aggregate age bands: 15-24,,,,,,,,,2015,5.7,,,C6:1058,Nonstandard age group: Excluding age 15,,,S3:5_T2:85,Data reference period: Annual or annual average | Age coverage - minimum age: 16 years old
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_AGGREGATE_Y25-54,Aggregate age bands: 25-54,,,,,,,,,2015,1.69,,,,,,,S3:5_T2:85,Data reference period: Annual or annual average | Age coverage - minimum age: 16 years old
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_AGGREGATE_Y55-64,Aggregate age bands: 55-64,,,,,,,,,2015,1.92,,,,,,,S3:5_T2:85,Data reference period: Annual or annual average | Age coverage - minimum age: 16 years old
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_AGGREGATE_TOTAL,Aggregate age bands: Total,,,,,,,,,2015,1.57,,,,,,,S3:5_T2:85,Data reference period: Annual or annual average | Age coverage - minimum age: 16 years old
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_AGGREGATE_Y15-24,Aggregate age bands: 15-24,,,,,,,,,2015,3.85,,,C6:1058,Nonstandard age group: Excluding age 15,,,S3:5_T2:85,Data reference period: Annual or annual average | Age coverage - minimum age: 16 years old
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_AGGREGATE_Y25-54,Aggregate age bands: 25-54,,,,,,,,,2015,1.5,,,,,,,S3:5_T2:85,Data reference period: Annual or annual average | Age coverage - minimum age: 16 years old
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_AGGREGATE_Y55-64,Aggregate age bands: 55-64,,,,,,,,,2015,0.5,,,,,,,S3:5_T2:85,Data reference period: Annual or annual average | Age coverage - minimum age: 16 years old
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_YTHADULT_YGE15,Age: 15+,,,,,,,,,2015,1.81,,,C6:1058,Nonstandard age group: Excluding age 15,,,S3:5,Data reference period: Annual or annual average
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_YTHADULT_Y15-64,Age: 15-64,,,,,,,,,2015,1.82,,,C6:1058,Nonstandard age group: Excluding age 15,,,S3:5,Data reference period: Annual or annual average
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_YTHADULT_Y15-24,Age: 15-24,,,,,,,,,2015,4.46,,,C6:1058,Nonstandard age group: Excluding age 15,,,S3:5,Data reference period: Annual or annual average
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_YTHADULT_YGE25,Age: 25+,,,,,,,,,2015,1.58,,,,,,,S3:5,Data reference period: Annual or annual average
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_YTHADULT_YGE15,Age: 15+,,,,,,,,,2015,1.97,,,C6:1058,Nonstandard age group: Excluding age 15,,,S3:5,Data reference period: Annual or annual average
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_YTHADULT_Y15-64,Age: 15-64,,,,,,,,,2015,2.03,,,C6:1058,Nonstandard age group: Excluding age 15,,,S3:5,Data reference period: Annual or annual average
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_YTHADULT_Y15-24,Age: 15-24,,,,,,,,,2015,5.7,,,C6:1058,Nonstandard age group: Excluding age 15,,,S3:5,Data reference period: Annual or annual average
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_YTHADULT_YGE25,Age: 25+,,,,,,,,,2015,1.68,,,,,,,S3:5,Data reference period: Annual or annual average
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_YTHADULT_YGE15,Age: 15+,,,,,,,,,2015,1.57,,,C6:1058,Nonstandard age group: Excluding age 15,,,S3:5,Data reference period: Annual or annual average
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_YTHADULT_Y15-64,Age: 15-64,,,,,,,,,2015,1.59,,,C6:1058,Nonstandard age group: Excluding age 15,,,S3:5,Data reference period: Annual or annual average
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_YTHADULT_Y15-24,Age: 15-24,,,,,,,,,2015,3.85,,,C6:1058,Nonstandard age group: Excluding age 15,,,S3:5,Data reference period: Annual or annual average
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_YTHADULT_YGE25,Age: 25+,,,,,,,,,2015,1.37,,,,,,,S3:5,Data reference period: Annual or annual average
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_10YRBANDS_TOTAL,10-year age bands: Total,,,,,,,,,2016,1.91,,,,,,,T2:85,Age coverage - minimum age: 16 years old
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_10YRBANDS_TOTAL,10-year age bands: Total,,,,,,,,,2016,2.28,,,,,,,T2:85,Age coverage - minimum age: 16 years old
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_10YRBANDS_TOTAL,10-year age bands: Total,,,,,,,,,2016,1.5,,,,,,,T2:85,Age coverage - minimum age: 16 years old
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_AGGREGATE_TOTAL,Aggregate age bands: Total,,,,,,,,,2016,1.91,,,,,,,T2:85,Age coverage - minimum age: 16 years old
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_AGGREGATE_TOTAL,Aggregate age bands: Total,,,,,,,,,2016,2.28,,,,,,,T2:85,Age coverage - minimum age: 16 years old
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_AGGREGATE_TOTAL,Aggregate age bands: Total,,,,,,,,,2016,1.5,,,,,,,T2:85,Age coverage - minimum age: 16 years old
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_YTHADULT_YGE15,Age: 15+,,,,,,,,,2016,1.91,,,C6:1058,Nonstandard age group: Excluding age 15,,,,
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_YTHADULT_YGE15,Age: 15+,,,,,,,,,2016,2.28,,,C6:1058,Nonstandard age group: Excluding age 15,,,,
YI,Yearly indicators,MAC,"Macau, China",BA:241,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_YTHADULT_YGE15,Age: 15+,,,,,,,,,2016,1.5,,,C6:1058,Nonstandard age group: Excluding age 15,,,,
YI,Yearly indicators,MAR,Morocco,BA:615,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_10YRBANDS_TOTAL,10-year age bands: Total,,,,,,,,,2014,9.7,,,,,,,,
YI,Yearly indicators,MAR,Morocco,BA:615,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_10YRBANDS_Y15-24,10-year age bands: 15-24,,,,,,,,,2014,19.94,,,,,,,,
YI,Yearly indicators,MAR,Morocco,BA:615,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_10YRBANDS_TOTAL,10-year age bands: Total,,,,,,,,,2014,9.49,,,,,,,,
YI,Yearly indicators,MAR,Morocco,BA:615,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_10YRBANDS_Y15-24,10-year age bands: 15-24,,,,,,,,,2014,20.78,,,,,,,,
YI,Yearly indicators,MAR,Morocco,BA:615,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_10YRBANDS_TOTAL,10-year age bands: Total,,,,,,,,,2014,10.28,,,,,,,,
YI,Yearly indicators,MAR,Morocco,BA:615,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_10YRBANDS_Y15-24,10-year age bands: 15-24,,,,,,,,,2014,17.69,,,,,,,,
YI,Yearly indicators,MAR,Morocco,BA:615,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_AGGREGATE_TOTAL,Aggregate age bands: Total,,,,,,,,,2014,9.7,,,,,,,,
YI,Yearly indicators,MAR,Morocco,BA:615,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_AGGREGATE_Y15-24,Aggregate age bands: 15-24,,,,,,,,,2014,19.94,,,,,,,,
YI,Yearly indicators,MAR,Morocco,BA:615,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_AGGREGATE_TOTAL,Aggregate age bands: Total,,,,,,,,,2014,9.49,,,,,,,,
YI,Yearly indicators,MAR,Morocco,BA:615,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_AGGREGATE_Y15-24,Aggregate age bands: 15-24,,,,,,,,,2014,20.78,,,,,,,,
YI,Yearly indicators,MAR,Morocco,BA:615,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_AGGREGATE_TOTAL,Aggregate age bands: Total,,,,,,,,,2014,10.28,,,,,,,,
YI,Yearly indicators,MAR,Morocco,BA:615,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_AGGREGATE_Y15-24,Aggregate age bands: 15-24,,,,,,,,,2014,17.69,,,,,,,,
YI,Yearly indicators,MAR,Morocco,BA:615,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_YTHADULT_YGE15,Age: 15+,,,,,,,,,2014,9.7,,,,,,,,
YI,Yearly indicators,MAR,Morocco,BA:615,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_YTHADULT_Y15-24,Age: 15-24,,,,,,,,,2014,19.94,,,,,,,,
YI,Yearly indicators,MAR,Morocco,BA:615,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_YTHADULT_YGE25,Age: 25+,,,,,,,,,2014,7.6,,,,,,,,
YI,Yearly indicators,MAR,Morocco,BA:615,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_YTHADULT_YGE15,Age: 15+,,,,,,,,,2014,9.49,,,,,,,,
YI,Yearly indicators,MAR,Morocco,BA:615,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_YTHADULT_Y15-24,Age: 15-24,,,,,,,,,2014,20.78,,,,,,,,
YI,Yearly indicators,MAR,Morocco,BA:615,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_M,Sex: Male,AGE_YTHADULT_YGE25,Age: 25+,,,,,,,,,2014,7.18,,,,,,,,
YI,Yearly indicators,MAR,Morocco,BA:615,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_YTHADULT_YGE15,Age: 15+,,,,,,,,,2014,10.28,,,,,,,,
YI,Yearly indicators,MAR,Morocco,BA:615,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_YTHADULT_Y15-24,Age: 15-24,,,,,,,,,2014,17.69,,,,,,,,
YI,Yearly indicators,MAR,Morocco,BA:615,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_F,Sex: Female,AGE_YTHADULT_YGE25,Age: 25+,,,,,,,,,2014,8.75,,,,,,,,
YI,Yearly indicators,MAR,Morocco,BA:615,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_10YRBANDS_TOTAL,10-year age bands: Total,,,,,,,,,2015,9.68,,,,,,,,
YI,Yearly indicators,MAR,Morocco,BA:615,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_AGGREGATE_TOTAL,Aggregate age bands: Total,,,,,,,,,2015,9.68,,,,,,,,
YI,Yearly indicators,MAR,Morocco,BA:615,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_YTHADULT_YGE15,Age: 15+,,,,,,,,,2015,9.68,,,,,,,,
YI,Yearly indicators,MDA,"Moldova, Republic of",BA:571,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_10YRBANDS_TOTAL,10-year age bands: Total,,,,,,,,,2014,3.86,,,,,,,S3:5,Data reference period: Annual or annual average
YI,Yearly indicators,MDA,"Moldova, Republic of",BA:571,Labour force survey,UNE_DEAP_SEX_AGE_RT,Unemployment rate by sex and age (%),SEX_T,Sex: Total,AGE_10YRBANDS_Y15-24,10-year age bands: 15-24,,,,,,,,,2014,9.82,,,,,,,S3:5,Data reference period: Annual or annual average
